date_month,partner_area_name,name_city,zonas,zonas_santiago,vertical,total_confirmed_order,total_active_users,total_failed_order,total_failed_active_users,total_confirmed_orders_plus,total_plus_active_users,total_failed_orders_plus,total_failed_plus_active_users,total_GFV,total_GFV_PLUS,total_GFV_NO_PLUS,total_GMV,total_GMV_PLUS,total_GMV_NO_PLUS
2022-12-01,Algarrobo,Algarrobo,other,Regiones,food,81,77,10,10,5,4,0,4,1385312.5,105690,1279622.5,1469152.5,111170,1357982.5
2022-06-01,Algarrobo,Valparaíso,Quinta,Regiones,food,82,38,4,4,0,0,0,0,1163370,,1163370,1311753.78,,1311753.78
2022-03-01,Algarrobo,Valparaíso,Quinta,Regiones,food,150,62,8,8,0,0,0,0,1772324,,1772324,1961203,,1961203
2023-03-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,2,2,0,0,1,1,0,1,31094,6100,24994,32814,6820,25994
2022-02-01,Algarrobo,Valparaíso,Quinta,Regiones,food,115,51,8,6,0,0,0,0,1508988,,1508988,1662548,,1662548
2023-07-01,Algarrobo,Valparaíso,Quinta,Regiones,food,51,24,1,1,5,2,0,2,691531,36727,654804,763926,40792,723134
2023-10-01,Algarrobo,Algarrobo,other,Regiones,food,62,47,7,7,3,3,0,3,1042942,38410,1004532,1135632,44180,1091452
2021-07-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,18,13,0,0,0,0,0,0,119925,,119925,152365,,152365
2023-02-01,Algarrobo,Algarrobo,other,Regiones,food,160,139,8,8,9,6,0,6,2740468,94265,2646203,2895648,104265,2791383
2022-07-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,5,2,0,0,0,0,0,0,46488,,46488,53376,,53376
2022-07-01,Algarrobo,Algarrobo,other,Regiones,food,105,78,16,14,0,0,0,0,1681201,,1681201,1811207.5,,1811207.5
2021-08-01,Algarrobo,Valparaíso,Quinta,Regiones,food,303,120,11,10,0,0,0,0,3490651,,3490651,3884091,,3884091
2023-07-01,Algarrobo,Algarrobo,other,Regiones,food,79,66,9,9,4,4,2,4,1445614,90270,1355344,1575854,99570,1476284
2021-09-01,Algarrobo,Valparaíso,Quinta,Regiones,food,265,115,13,11,0,0,0,0,3006552.5,,3006552.5,3350714.5,,3350714.5
2023-01-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,6,3,0,0,0,0,0,0,111410,,111410,123220,,123220
2021-03-01,Algarrobo,Algarrobo,other,Regiones,non_food,1,1,0,0,0,0,0,0,13050,,13050,15040,,15040
2023-03-01,Algarrobo,Valparaíso,Quinta,Regiones,food,55,24,1,1,11,2,1,2,685152,53912.5,631239.5,737682,59152.5,678529.5
2022-09-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,18,3,1,1,0,0,0,0,316030,,316030,351164,,351164
2022-01-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,3,3,0,0,0,0,0,0,34800,,34800,42070,,42070
2021-02-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,10,8,2,2,0,0,0,0,118430,,118430,137330,,137330
2023-05-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,1,1,0,0,0,0,0,0,6400,,6400,7390,,7390
2022-05-01,Algarrobo,Valparaíso,Quinta,Regiones,food,124,51,3,3,0,0,0,0,1349893,,1349893,1509233,,1509233
2021-11-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,19,12,4,2,0,0,0,0,160285,,160285,196225,,196225
2024-05-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,2,1,0,0,0,0,0,0,11100,,11100,13680,,13680
2022-12-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,5,4,1,1,0,0,0,0,44975,,44975,53365,,53365
2021-07-01,Algarrobo,Valparaíso,Quinta,Regiones,food,350,136,10,10,0,0,0,0,3948265,,3948265,4397295,,4397295
2021-05-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,18,12,3,3,0,0,0,0,132785,,132785,156365,,156365
2021-08-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,10,9,1,1,0,0,0,0,71770,,71770,87890,,87890
2023-03-01,Algarrobo,Algarrobo,other,Regiones,food,46,42,10,9,0,0,2,0,854480,,854480,891450,,891450
2023-04-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,2,2,0,0,0,0,0,0,30570,,30570,34480,,34480
2024-02-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,1,1,0,0,1,1,0,1,5100,5100,,6790,6790,
2022-10-01,Algarrobo,Valparaíso,Quinta,Regiones,food,60,28,4,4,0,0,0,0,953385,,953385,1050155.2,,1050155.2
2023-11-01,Algarrobo,Algarrobo,other,Regiones,food,47,36,2,2,5,5,0,5,783230,87470,695760,876260,98210,778050
2022-04-01,Algarrobo,Valparaíso,Quinta,Regiones,food,127,44,5,4,0,0,0,0,1514166.8,,1514166.8,1676589.8,,1676589.8
2024-05-01,Algarrobo,Valparaíso,Quinta,Regiones,food,26,12,0,0,1,1,0,1,250233,11980,238253,279333,13120,266213
2023-07-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,8,7,0,0,1,1,0,1,103800,9800,94000,122400,10240,112160
2024-06-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,5,1,0,0,0,0,0,0,42589,,42589,50399,,50399
2021-11-01,Algarrobo,Algarrobo,other,Regiones,food,10,9,1,1,0,0,0,0,188030,,188030,201030,,201030
2023-04-01,Algarrobo,Valparaíso,Quinta,Regiones,food,56,26,5,4,5,1,1,1,709813,20226,689587,772173,22976,749197
2021-01-01,Algarrobo,Valparaíso,Quinta,Regiones,food,292,129,19,14,0,0,0,0,2963120,,2963120,3315120,,3315120
2022-04-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,3,2,0,0,0,0,0,0,63310,,63310,70280,,70280
2022-05-01,Algarrobo,Algarrobo,other,Regiones,food,43,32,9,5,0,0,0,0,557517,,557517,573665,,573665
2021-05-01,Algarrobo,Algarrobo,other,Regiones,food,22,19,3,2,0,0,0,0,293411,,293411,315961,,315961
2021-03-01,Algarrobo,Algarrobo,other,Regiones,food,5,2,1,1,0,0,0,0,28920,,28920,29130,,29130
2021-09-01,Algarrobo,Algarrobo,other,Regiones,food,14,14,2,2,0,0,0,0,122220,,122220,141710,,141710
2024-05-01,Algarrobo,Algarrobo,other,Regiones,food,72,58,7,7,5,3,0,3,1106857.9,66283,1040574.9,1252627.9,77673,1174954.9
2024-04-01,Algarrobo,Valparaíso,Quinta,Regiones,food,23,11,0,0,1,1,0,1,266536,13606,252930,293076,14456,278620
2024-02-01,Algarrobo,Algarrobo,other,Regiones,food,125,105,15,15,11,8,1,8,2217770,159560,2058210,2464650,177400,2287250
2021-05-01,Algarrobo,Valparaíso,Quinta,Regiones,food,669,338,48,36,0,0,0,0,7430464,,7430464,8187204,,8187204
2021-12-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,19,6,3,1,0,0,0,0,157118,,157118,188368,,188368
2021-01-01,Algarrobo,Algarrobo,other,Regiones,food,2,2,1,1,0,0,0,0,10380,,10380,10380,,10380
2021-01-01,Algarrobo,Algarrobo,other,Regiones,non_food,1,1,0,0,0,0,0,0,3000,,3000,3000,,3000
2022-06-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,8,8,0,0,0,0,0,0,89086,,89086,100882,,100882
2023-02-01,Algarrobo,Valparaíso,Quinta,Regiones,food,65,23,1,1,17,3,0,3,772924.5,151391.5,621533,854812.5,162236.5,692576
2022-09-01,Algarrobo,Valparaíso,Quinta,Regiones,food,70,31,3,3,0,0,0,0,998727.7,,998727.7,1108188.7,,1108188.7
2022-01-01,Algarrobo,Valparaíso,Quinta,Regiones,food,202,70,8,5,0,0,0,0,2480371,,2480371,2742691,,2742691
2022-08-01,Algarrobo,Valparaíso,Quinta,Regiones,food,66,30,1,1,0,0,0,0,904489.5,,904489.5,1015222.5,,1015222.5
2022-02-01,Algarrobo,Algarrobo,other,Regiones,food,58,54,11,11,0,0,0,0,1169264,,1169264,1238664,,1238664
2021-10-01,Algarrobo,Algarrobo,other,Regiones,food,17,17,7,7,0,0,0,0,233320,,233320,258920,,258920
2024-06-01,Algarrobo,Valparaíso,Quinta,Regiones,food,15,9,1,1,0,0,0,0,176881.5,,176881.5,197371.5,,197371.5
2021-02-01,Algarrobo,Algarrobo,other,Regiones,dmart,8,8,0,0,0,0,0,0,17170,,17170,17170,,17170
2021-10-01,Algarrobo,Valparaíso,Quinta,Regiones,food,272,114,8,7,0,0,0,0,3064520,,3064520,3273772,,3273772
2024-06-01,Algarrobo,Algarrobo,other,Regiones,food,41,32,0,0,5,3,0,3,574439,91256,483183,657629,105726,551903
2023-09-01,Algarrobo,Algarrobo,other,Regiones,food,45,43,4,4,5,4,0,4,753110,77330,675780,823800,84480,739320
2023-05-01,Algarrobo,Valparaíso,Quinta,Regiones,food,62,24,1,1,7,2,0,2,745254.5,29590,715664.5,823679.5,35935,787744.5
2022-09-01,Algarrobo,Algarrobo,other,Regiones,food,66,52,3,3,0,0,0,0,1149018.6,,1149018.6,1205938.6,,1205938.6
2024-01-01,Algarrobo,Algarrobo,other,Regiones,food,141,129,27,19,9,8,4,8,2514890,138810,2376080,2793850,157160,2636690
2023-02-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,5,5,0,0,1,1,0,1,44758,7970,36788,51843,9365,42478
2022-02-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,6,5,1,1,0,0,0,0,50740,,50740,61690,,61690
2022-10-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,5,3,2,2,0,0,0,0,85380,,85380,93865,,93865
2022-10-01,Algarrobo,Algarrobo,other,Regiones,food,95,76,14,13,1,1,0,1,1732641.5,40490,1692151.5,1825071.5,42990,1782081.5
2021-12-01,Algarrobo,Algarrobo,other,Regiones,food,23,22,0,0,0,0,0,0,382450,,382450,416440,,416440
2021-01-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,19,11,3,3,0,0,0,0,150563,,150563,182703,,182703
2022-08-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,3,2,0,0,0,0,0,0,36860,,36860,43130,,43130
2021-09-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,8,7,2,1,0,0,0,0,69600,,69600,84230,,84230
2022-12-01,Algarrobo,Valparaíso,Quinta,Regiones,food,64,36,7,6,4,2,0,2,950958,37005,913953,1035168,38675,996493
2022-05-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,8,6,0,0,0,0,0,0,73910,,73910,86181,,86181
2021-06-01,Algarrobo,Valparaíso,Quinta,Regiones,dmart,1,1,0,0,0,0,0,0,2930,,2930,2930,,2930
2023-04-01,Algarrobo,Algarrobo,other,Regiones,food,43,37,6,6,1,1,0,1,661700,6200,655500,688620,8700,679920
2021-11-01,Algarrobo,Valparaíso,Quinta,Regiones,food,251,100,12,7,0,0,0,0,2793281.5,,2793281.5,2930091.5,,2930091.5
2022-06-01,Algarrobo,Algarrobo,other,Regiones,food,44,31,11,11,0,0,0,0,585352,,585352,609552,,609552
2022-08-01,Algarrobo,Algarrobo,other,Regiones,food,40,32,5,5,0,0,0,0,634755,,634755,669695,,669695
2023-06-01,Algarrobo,Algarrobo,other,Regiones,food,47,42,2,2,3,2,0,2,878938,73570,805368,938848,76890,861958
2021-12-01,Algarrobo,Valparaíso,Quinta,Regiones,food,204,81,20,7,0,0,0,0,2311538,,2311538,2600557.8,,2600557.8
2023-06-01,Algarrobo,Valparaíso,Quinta,Regiones,food,60,28,0,0,12,2,0,2,887628,115028,772600,969038,126958,842080
2022-01-01,Algarrobo,Algarrobo,other,Regiones,food,12,11,3,3,0,0,0,0,269954.5,,269954.5,285054.5,,285054.5
2021-04-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,18,10,3,3,0,0,0,0,153730,,153730,187150,,187150
2021-10-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,8,7,1,1,0,0,0,0,54870,,54870,69800,,69800
2023-08-01,Algarrobo,Algarrobo,other,Regiones,food,45,41,5,5,2,2,1,2,778724,31950,746774,847664,32590,815074
2022-11-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,1,1,0,0,0,0,0,0,7750,,7750,10190,,10190
2021-03-01,Algarrobo,Valparaíso,Quinta,Regiones,dmart,1,1,0,0,0,0,0,0,460,,460,460,,460
2024-02-01,Algarrobo,Valparaíso,Quinta,Regiones,food,22,11,0,0,2,1,0,1,211630,15165,196465,231980,15715,216265
2024-04-01,Algarrobo,Valparaíso,Quinta,Regiones,non_food,2,2,0,0,0,0,0,0,15798,,15798,18878,,18878
2024-01-01,Algarrobo,Valparaíso,Quinta,Regiones,food,14,9,0,0,1,1,0,1,200159,16283,183876,220659,17303,203356
2022-03-01,Algarrobo,Algarrobo,other,Regiones,food,60,53,8,8,0,0,0,0,848397,,848397,893867,,893867
2021-08-01,Algarrobo,Algarrobo,other,Regiones,food,11,7,2,2,0,0,0,0,152078,,152078,163958,,163958
2023-12-01,Algarrobo,Algarrobo,other,Regiones,food,79,64,13,13,2,2,0,2,1400020,29490,1370530,1563460,34710,1528750
2021-06-01,Algarrobo,Algarrobo,other,Regiones,food,40,32,1,1,0,0,0,0,613980,,613980,655580,,655580
2021-04-01,Algarrobo,Valparaíso,Quinta,Regiones,food,293,157,22,12,0,0,0,0,3032428,,3032428,3372591,,3372591
2021-02-01,Algarrobo,Algarrobo,other,Regiones,food,6,3,0,0,0,0,0,0,58350,,58350,61820,,61820
2024-03-01,Algarrobo,Valparaíso,Quinta,Regiones,food,26,10,0,0,0,0,0,0,273776,,273776,299176,,299176
2021-04-01,Algarrobo,Algarrobo,other,Regiones,food,8,3,1,1,0,0,0,0,55290,,55290,56580,,56580
2023-03-01,Algarrobo,Valparaíso,Quinta,Regiones,dmart,1,1,0,0,0,0,0,0,2050,,2050,3190,,3190
2024-04-01,Algarrobo,Algarrobo,other,Regiones,food,62,48,3,3,7,3,1,3,844919,79296,765623,967219,98486,868733
2023-01-01,Algarrobo,Algarrobo,other,Regiones,food,140,120,13,12,5,5,0,5,2609927,116210,2493717,2781237,121690,2659547
2022-11-01,Algarrobo,Valparaíso,Quinta,Regiones,food,42,20,1,1,0,0,0,0,522684,,522684,591801.6,,591801.6
2021-02-01,Algarrobo,Valparaíso,Quinta,Regiones,food,259,135,20,17,0,0,0,0,3064077,,3064077,3384137,,3384137
2024-03-01,Algarrobo,Algarrobo,other,Regiones,food,114,81,12,12,5,4,0,4,1970340.5,68056,1902284.5,2208770.5,82066,2126704.5
2023-02-01,Algarrobo,Algarrobo,other,Regiones,dmart,0,0,1,1,0,0,0,0,,,,,,
2021-07-01,Algarrobo,Algarrobo,other,Regiones,food,23,17,7,7,0,0,0,0,355030,,355030,386870,,386870
2023-06-01,Andacollo,Coquimbo,Norte,Regiones,food,25,16,2,2,0,0,0,0,332090,,332090,362760,,362760
2021-06-01,Andacollo,Coquimbo,Norte,Regiones,dmart,1,1,0,0,0,0,0,0,6930,,6930,7820,,7820
2021-03-01,Andacollo,Coquimbo,Norte,Regiones,dmart,5,4,0,0,0,0,0,0,35070,,35070,38630,,38630
2023-05-01,Andacollo,Coquimbo,Norte,Regiones,dmart,1,1,0,0,0,0,0,0,5300,,5300,6790,,6790
2022-05-01,Andacollo,Coquimbo,Norte,Regiones,non_food,1,1,0,0,0,0,0,0,10400,,10400,12506,,12506
2021-12-01,Andacollo,Coquimbo,Norte,Regiones,dmart,2,1,0,0,0,0,0,0,15710,,15710,19490,,19490
2022-06-01,Andacollo,Coquimbo,Norte,Regiones,food,32,17,0,0,0,0,0,0,496186,,496186,549291.2,,549291.2
2022-01-01,Andacollo,Coquimbo,Norte,Regiones,non_food,2,2,0,0,0,0,0,0,27085,,27085,28375,,28375
2024-05-01,Andacollo,Coquimbo,Norte,Regiones,dmart,1,1,0,0,0,0,0,0,15359,,15359,16209,,16209
2024-03-01,Andacollo,Coquimbo,Norte,Regiones,food,14,9,1,1,0,0,0,0,180028,,180028,201598,,201598
2021-02-01,Andacollo,Coquimbo,Norte,Regiones,non_food,6,5,0,0,0,0,0,0,97660,,97660,114200,,114200
2023-06-01,Andacollo,Coquimbo,Norte,Regiones,non_food,3,3,0,0,0,0,0,0,16890,,16890,23520,,23520
2021-08-01,Andacollo,Coquimbo,Norte,Regiones,non_food,7,6,0,0,0,0,0,0,37261,,37261,45221,,45221
2023-02-01,Andacollo,Coquimbo,Norte,Regiones,non_food,1,1,0,0,0,0,0,0,8290,,8290,10530,,10530
2022-02-01,Andacollo,Coquimbo,Norte,Regiones,dmart,2,2,0,0,0,0,0,0,12100,,12100,15386,,15386
2022-08-01,Andacollo,Coquimbo,Norte,Regiones,dmart,1,1,0,0,0,0,0,0,27494,,27494,28494,,28494
2022-12-01,Andacollo,Coquimbo,Norte,Regiones,dmart,8,3,0,0,0,0,0,0,56770,,56770,70960,,70960
2021-10-01,Andacollo,Coquimbo,Norte,Regiones,food,88,46,8,5,0,0,0,0,1227617,,1227617,1344141,,1344141
2021-04-01,Andacollo,Coquimbo,Norte,Regiones,dmart,3,3,0,0,0,0,0,0,7640,,7640,9230,,9230
2023-01-01,Andacollo,Coquimbo,Norte,Regiones,food,37,14,1,1,0,0,0,0,382952.5,,382952.5,429552.5,,429552.5
2023-03-01,Andacollo,Coquimbo,Norte,Regiones,non_food,3,1,0,0,0,0,0,0,26530,,26530,29010,,29010
2021-01-01,Andacollo,Coquimbo,Norte,Regiones,food,114,74,16,15,0,0,0,0,1472115,,1472115,1611145,,1611145
2022-08-01,Andacollo,Coquimbo,Norte,Regiones,food,36,18,4,2,0,0,0,0,450560,,450560,503541,,503541
2022-01-01,Andacollo,Coquimbo,Norte,Regiones,dmart,1,1,0,0,0,0,0,0,5290,,5290,7180,,7180
2022-03-01,Andacollo,Coquimbo,Norte,Regiones,non_food,2,1,0,0,0,0,0,0,16090,,16090,18180,,18180
2021-01-01,Andacollo,Coquimbo,Norte,Regiones,dmart,8,6,0,0,0,0,0,0,47780,,47780,51340,,51340
2024-01-01,Andacollo,Coquimbo,Norte,Regiones,food,12,11,0,0,0,0,0,0,145932,,145932,160792,,160792
2021-03-01,Andacollo,Coquimbo,Norte,Regiones,food,144,84,9,7,0,0,0,0,1795146,,1795146,1951776,,1951776
2022-09-01,Andacollo,Coquimbo,Norte,Regiones,food,35,18,3,3,0,0,0,0,567986,,567986,628919,,628919
2021-02-01,Andacollo,Coquimbo,Norte,Regiones,food,141,93,22,16,0,0,0,0,1777800,,1777800,1949550,,1949550
2022-02-01,Andacollo,Coquimbo,Norte,Regiones,food,67,29,1,1,0,0,0,0,1024013.5,,1024013.5,1117899.1,,1117899.1
2021-06-01,Andacollo,Coquimbo,Norte,Regiones,food,150,63,13,10,0,0,0,0,1806150,,1806150,2011620,,2011620
2021-10-01,Andacollo,Coquimbo,Norte,Regiones,dmart,4,2,0,0,0,0,0,0,20240,,20240,25910,,25910
2022-10-01,Andacollo,Coquimbo,Norte,Regiones,dmart,9,4,0,0,0,0,0,0,84838.5,,84838.5,100051.5,,100051.5
2024-02-01,Andacollo,Coquimbo,Norte,Regiones,food,15,10,0,0,0,0,0,0,162693,,162693,181073,,181073
2021-10-01,Andacollo,Coquimbo,Norte,Regiones,non_food,3,2,1,1,0,0,0,0,101532,,101532,103622,,103622
2024-05-01,Andacollo,Coquimbo,Norte,Regiones,food,19,10,0,0,0,0,0,0,242348,,242348,272248,,272248
2023-04-01,Andacollo,Coquimbo,Norte,Regiones,food,14,8,1,1,0,0,0,0,159513,,159513,171863,,171863
2021-09-01,Andacollo,Coquimbo,Norte,Regiones,non_food,4,4,0,0,0,0,0,0,31490,,31490,39160,,39160
2024-03-01,Andacollo,Coquimbo,Norte,Regiones,non_food,1,1,0,0,0,0,0,0,28501,,28501,30001,,30001
2021-05-01,Andacollo,Coquimbo,Norte,Regiones,food,281,173,26,20,0,0,0,0,3284071,,3284071,3629533,,3629533
2021-12-01,Andacollo,Coquimbo,Norte,Regiones,food,82,30,2,2,0,0,0,0,1263996,,1263996,1392856,,1392856
2021-04-01,Andacollo,Coquimbo,Norte,Regiones,food,190,117,17,15,0,0,0,0,2248605,,2248605,2460015,,2460015
2021-07-01,Andacollo,Coquimbo,Norte,Regiones,non_food,4,4,1,1,0,0,0,0,48280,,48280,58240,,58240
2022-07-01,Andacollo,Coquimbo,Norte,Regiones,dmart,1,1,0,0,0,0,0,0,14980,,14980,16769,,16769
2023-07-01,Andacollo,Coquimbo,Norte,Regiones,food,22,12,2,1,0,0,0,0,250240,,250240,277280,,277280
2021-08-01,Andacollo,Coquimbo,Norte,Regiones,dmart,5,4,0,0,0,0,0,0,42050,,42050,49210,,49210
2022-12-01,Andacollo,Coquimbo,Norte,Regiones,food,23,12,0,0,1,1,0,1,271559.5,25740,245819.5,304239.5,26740,277499.5
2023-01-01,Andacollo,Coquimbo,Norte,Regiones,dmart,6,3,0,0,0,0,0,0,45944.5,,45944.5,54684.5,,54684.5
2022-04-01,Andacollo,Coquimbo,Norte,Regiones,dmart,5,3,0,0,0,0,0,0,65206,,65206,72167,,72167
2022-10-01,Andacollo,Coquimbo,Norte,Regiones,non_food,1,1,0,0,0,0,0,0,6511.4,,6511.4,6511.4,,6511.4
2023-05-01,Andacollo,Coquimbo,Norte,Regiones,food,15,10,2,1,1,1,0,1,193912,7650,186262,211442,8050,203392
2022-04-01,Andacollo,Coquimbo,Norte,Regiones,food,57,24,3,3,0,0,0,0,776690,,776690,872849.6,,872849.6
2021-08-01,Andacollo,Coquimbo,Norte,Regiones,food,114,46,6,6,0,0,0,0,1449064,,1449064,1618734,,1618734
2022-03-01,Andacollo,Coquimbo,Norte,Regiones,dmart,3,3,0,0,0,0,0,0,24767.2,,24767.2,28315.2,,28315.2
2023-02-01,Andacollo,Coquimbo,Norte,Regiones,food,26,16,0,0,0,0,0,0,369581.5,,369581.5,400951.5,,400951.5
2024-06-01,Andacollo,Coquimbo,Norte,Regiones,food,13,6,0,0,1,1,0,1,120907,7623,113284,137227,8163,129064
2021-11-01,Andacollo,Coquimbo,Norte,Regiones,food,116,47,7,4,0,0,0,0,1484379,,1484379,1627329,,1627329
2022-09-01,Andacollo,Coquimbo,Norte,Regiones,dmart,1,1,0,0,0,0,0,0,41475,,41475,42475,,42475
2023-03-01,Andacollo,Coquimbo,Norte,Regiones,dmart,1,1,0,0,0,0,0,0,6300,,6300,8040,,8040
2024-03-01,Andacollo,Coquimbo,Norte,Regiones,dmart,1,1,0,0,0,0,0,0,6532,,6532,6532,,6532
2023-03-01,Andacollo,Coquimbo,Norte,Regiones,food,14,9,0,0,0,0,0,0,115691.5,,115691.5,125931.5,,125931.5
2021-09-01,Andacollo,Coquimbo,Norte,Regiones,food,85,41,12,8,0,0,0,0,1159859,,1159859,1275329,,1275329
2023-04-01,Andacollo,Coquimbo,Norte,Regiones,non_food,3,2,0,0,0,0,0,0,23915,,23915,25865,,25865
2021-07-01,Andacollo,Coquimbo,Norte,Regiones,food,128,66,7,4,0,0,0,0,1594450,,1594450,1764520,,1764520
2022-05-01,Andacollo,Coquimbo,Norte,Regiones,dmart,3,1,0,0,0,0,0,0,32730,,32730,37609,,37609
2023-07-01,Andacollo,Coquimbo,Norte,Regiones,dmart,1,1,0,0,0,0,0,0,9960,,9960,9960,,9960
2021-11-01,Andacollo,Coquimbo,Norte,Regiones,non_food,4,3,2,1,0,0,0,0,21690,,21690,28060,,28060
2021-07-01,Andacollo,Coquimbo,Norte,Regiones,dmart,2,2,0,0,0,0,0,0,15400,,15400,19080,,19080
2022-10-01,Andacollo,Coquimbo,Norte,Regiones,food,33,18,0,0,0,0,0,0,496024.6,,496024.6,554385.6,,554385.6
2023-06-01,Andacollo,Coquimbo,Norte,Regiones,dmart,3,2,0,0,0,0,0,0,23775.6,,23775.6,28505.6,,28505.6
2021-03-01,Andacollo,Coquimbo,Norte,Regiones,non_food,11,6,2,2,0,0,0,0,99820,,99820,120030,,120030
2022-11-01,Andacollo,Coquimbo,Norte,Regiones,dmart,6,3,0,0,0,0,0,0,52799.5,,52799.5,62089.7,,62089.7
2022-11-01,Andacollo,Coquimbo,Norte,Regiones,non_food,2,2,0,0,0,0,0,0,29270,,29270,33288,,33288
2021-04-01,Andacollo,Coquimbo,Norte,Regiones,non_food,11,7,1,1,0,0,0,0,66176,,66176,83586,,83586
2022-05-01,Andacollo,Coquimbo,Norte,Regiones,food,47,23,2,2,0,0,0,0,700036,,700036,772784.2,,772784.2
2021-11-01,Andacollo,Coquimbo,Norte,Regiones,dmart,2,2,0,0,0,0,0,0,9345,,9345,11235,,11235
2022-01-01,Andacollo,Coquimbo,Norte,Regiones,food,66,30,3,3,0,0,0,0,983923,,983923,1089900,,1089900
2021-01-01,Andacollo,Coquimbo,Norte,Regiones,non_food,5,4,2,2,0,0,0,0,36719,,36719,44679,,44679
2022-04-01,Andacollo,Coquimbo,Norte,Regiones,non_food,1,1,0,0,0,0,0,0,8700,,8700,10790,,10790
2022-07-01,Andacollo,Coquimbo,Norte,Regiones,non_food,2,2,0,0,0,0,0,0,42600,,42600,46580,,46580
2021-05-01,Andacollo,Coquimbo,Norte,Regiones,dmart,1,1,0,0,0,0,0,0,5820,,5820,7710,,7710
2022-03-01,Andacollo,Coquimbo,Norte,Regiones,food,54,28,1,1,0,0,0,0,798520,,798520,877217,,877217
2022-09-01,Andacollo,Coquimbo,Norte,Regiones,non_food,3,3,0,0,0,0,0,0,20175,,20175,23541,,23541
2022-12-01,Andacollo,Coquimbo,Norte,Regiones,non_food,1,1,0,0,0,0,0,0,10641,,10641,13511,,13511
2022-11-01,Andacollo,Coquimbo,Norte,Regiones,food,18,12,0,0,0,0,0,0,217788,,217788,250109.6,,250109.6
2023-05-01,Andacollo,Coquimbo,Norte,Regiones,non_food,1,1,0,0,0,0,0,0,4900,,4900,6090,,6090
2022-07-01,Andacollo,Coquimbo,Norte,Regiones,food,31,18,1,1,0,0,0,0,396562,,396562,445638.6,,445638.6
2021-05-01,Andacollo,Coquimbo,Norte,Regiones,non_food,7,7,1,1,0,0,0,0,46550,,46550,57590,,57590
2022-08-01,Andacollo,Coquimbo,Norte,Regiones,non_food,3,2,0,0,0,0,0,0,37660,,37660,42780,,42780
2024-04-01,Andacollo,Coquimbo,Norte,Regiones,food,9,7,0,0,0,0,0,0,69280,,69280,78750,,78750
2022-06-01,Andacollo,Coquimbo,Norte,Regiones,non_food,1,1,0,0,0,0,0,0,5700,,5700,7218,,7218
2021-06-01,Andacollo,Coquimbo,Norte,Regiones,non_food,11,7,4,3,0,0,0,0,90535,,90535,105055,,105055
2024-05-01,Cerrillos,Santiago,RM,Zona No Oriente,dmart,487,307,12,12,91,34,0,34,6848536.4,1003919.3999999999,5844617,7434836.4,1043959.3999999999,6390877
2021-02-01,Cerrillos,Santiago,RM,Zona No Oriente,non_food,116,88,16,14,0,0,0,0,1633185,,1633185,1868595,,1868595
2021-04-01,Cerrillos,Santiago,RM,Zona No Oriente,non_food,154,107,17,15,0,0,0,0,1896011,,1896011,2184507,,2184507
2022-01-01,Cerrillos,Santiago,RM,Zona No Oriente,non_food,242,168,44,34,0,0,0,0,2810817.5,,2810817.5,3282667.5,,3282667.5
2024-02-01,Cerrillos,Santiago,RM,Zona No Oriente,dmart,564,355,30,28,133,59,6,59,7138250.6099999966,1605432.3199999996,5532818.29,7780117.009999997,1668582.3199999996,6111534.6900000013
2023-12-01,Cerrillos,Santiago,RM,Zona No Oriente,non_food,524,381,64,55,116,73,6,73,7089964.8800000008,1309667.8800000001,5780297,7649945.8800000008,1366542.8800000001,6283402.9999999991
2023-07-01,Cerrillos,Santiago,RM,Zona No Oriente,food,4713,2879,283,245,379,152,15,152,65891216.799999982,4686732.5,61204484.299999982,73569491.799999982,4936787.5,68632704.299999982
