date_month,partner_area_name,name_city,zonas,zonas_santiago,vertical,total_confirmed_order,total_active_users,total_failed_order,total_failed_active_users,total_confirmed_orders_plus,total_plus_active_users,total_failed_orders_plus,total_failed_plus_active_users,total_GFV,total_GFV_PLUS,total_GFV_NO_PLUS,total_GMV,total_GMV_PLUS,total_GMV_NO_PLUS
2022-04-01,Mejillones,Antofagasta,Norte,Regiones,food,2,2,0,0,0,0,0,0,17800,,17800,21892,,21892
2023-11-01,Caleta Horcón,Caleta Horcón,other,Regiones,food,1,1,0,0,0,0,0,0,15400,,15400,17900,,17900
2021-07-01,San Pedro de la Paz_Old,Gran Concepción,Sur,Regiones,food,18,12,0,0,0,0,0,0,252570,,252570,268250,,268250
2021-12-01,Futrono,La Unión,other,Regiones,food,13,5,1,1,0,0,0,0,134280,,134280,154060,,154060
2023-12-01,Talagante,Santiago,RM,Zona No Oriente,food,378,328,17,16,28,26,0,26,5230025,356254,4873771,5881890,391399,5490491
2024-01-01,Linares,Linares,Sur,Regiones,non_food,395,280,38,37,33,27,5,27,16025349.200000001,407119,15618230.200000001,16482879.200000001,435619,16047260.200000001
2021-05-01,Futrono,La Unión,other,Regiones,food,9,6,0,0,0,0,0,0,131591,,131591,139041,,139041
2021-01-01,Teno,Curicó,Sur,Regiones,non_food,2,2,0,0,0,0,0,0,15185,,15185,17475,,17475
2024-06-01,Catemu,San Felipe,Quinta,Regiones,food,1,1,0,0,1,1,0,1,3950,3950,,4350,4350,
2021-07-01,Santa Cruz,San Fernando,Sur,Regiones,food,4,3,14,7,0,0,0,0,51900,,51900,54500,,54500
2022-06-01,Pichilemu,Pichilemu,other,Regiones,food,51,46,3,3,0,0,0,0,727720,,727720,796220,,796220
2021-04-01,Olmué,Olmué,other,Regiones,food,2,1,0,0,0,0,0,0,34130,,34130,37130,,37130
2023-01-01,Vicuña,Vicuña,other,Regiones,food,1,1,0,0,0,0,0,0,8000,,8000,9240,,9240
2021-02-01,Nueva Imperial,Temuco,Sur,Regiones,food,3,2,1,1,0,0,0,0,49550,,49550,52830,,52830
2024-05-01,Las Cruces,Valparaíso,Quinta,Regiones,food,9,8,1,1,0,0,0,0,139860,,139860,154860,,154860
2022-08-01,Hualqui,Biobío,Sur,Regiones,food,8,1,0,0,0,0,0,0,117650,,117650,127062,,127062
2021-03-01,Lanco,Valdivia,Sur,Regiones,food,31,16,5,4,0,0,0,0,411960,,411960,451570,,451570
2021-10-01,Lampa,Colina,RM,Zona No Oriente,food,336,251,8,8,0,0,0,0,5448612,,5448612,6146218,,6146218
2024-01-01,Lampa,Colina,RM,Zona No Oriente,food,8177,4184,306,271,907,352,17,352,117190789.66000001,12335905.3,104854884.36,130523530.05999999,13146908.1,117376621.96000001
2021-06-01,Casablanca,Valparaíso,Quinta,Regiones,food,1,1,0,0,0,0,0,0,5370,,5370,6860,,6860
2021-05-01,Santa Cruz,San Fernando,Sur,Regiones,food,20,19,8,8,0,0,0,0,265480,,265480,284880,,284880
2022-01-01,Santo Domingo,Santo Domingo,other,Regiones,food,77,52,6,6,0,0,0,0,1099288,,1099288,1230458,,1230458
2022-02-01,Talcahuano_old,Gran Concepción,Sur,Regiones,food,229,122,9,8,0,0,0,0,3801000,,3801000,4088330,,4088330
2021-11-01,Linderos,Linderos,other,Regiones,food,233,110,11,11,0,0,0,0,3585590,,3585590,3966250,,3966250
2024-05-01,Lampa,Colina,RM,Zona No Oriente,non_food,438,132,42,31,25,18,5,18,2580209,377399,2202810,3449658.5,393743,3055915.5
2021-07-01,San Javier,Talca,Sur,Regiones,food,9,8,0,0,0,0,0,0,87020,,87020,95210,,95210
2024-03-01,Pichilemu,Pichilemu,other,Regiones,food,49,39,4,4,12,7,0,7,670190,182103,488087,757960,194953,563007
2021-12-01,Peñaflor_deleted,Peñaflor,RM,Zona No Oriente,food,89,40,5,4,0,0,0,0,1122890,,1122890,1250180,,1250180
2024-01-01,Linares,Linares,Sur,Regiones,food,9071,4333,237,210,1093,315,28,315,107595695.68999998,11241423.850000003,96354271.839999989,117399446.18999997,12028834.350000003,105370611.83999997
2021-09-01,Canal de Aries,Valparaíso,Quinta,Regiones,food,11,3,0,0,0,0,0,0,140814,,140814,158124,,158124
2023-02-01,Purto Toro,Puerto Montt,Sur,Regiones,food,16,13,3,2,0,0,0,0,201820,,201820,227810,,227810
2022-07-01,Maullín,Puerto Montt,Sur,Regiones,food,1,1,0,0,0,0,0,0,17990,,17990,19900,,19900
2021-03-01,Labranza,Temuco,Sur,Regiones,food,200,156,34,29,0,0,0,0,1471310,,1471310,1581190,,1581190
2023-08-01,Mejillones,Antofagasta,Norte,Regiones,food,41,29,3,3,0,0,0,0,513643,,513643,570993,,570993
2024-05-01,Villarrica,Temuco,Sur,Regiones,food,49,44,5,4,2,2,0,2,612770,35300,577470,693280,40050,653230
2023-04-01,Linderos,Linderos,other,Regiones,food,274,137,10,9,31,9,1,9,4445611,451789,3993822,4937576,475584,4461992
2022-08-01,Pichilemu,Pichilemu,other,Regiones,food,39,38,7,7,0,0,0,0,681291,,681291,737291,,737291
2022-06-01,Penco,Gran Concepción,Sur,Regiones,food,277,184,25,23,0,0,0,0,2788557.6,,2788557.6,2944840.4,,2944840.4
2022-09-01,Caldera,Copiapó,Norte,Regiones,food,38,23,3,3,0,0,0,0,363287.3,,363287.3,405848.3,,405848.3
2022-10-01,Purto Toro,Puerto Montt,Sur,Regiones,food,30,21,0,0,0,0,0,0,385250,,385250,434690,,434690
2022-11-01,Lautaro,Temuco,Sur,Regiones,non_food,2,2,0,0,0,0,0,0,25300,,25300,25300,,25300
2023-05-01,Combarbalá,Ovalle,Norte,Regiones,food,6,4,0,0,0,0,0,0,76180,,76180,86520,,86520
2021-05-01,Contulmo,Biobío,Sur,Regiones,food,1,1,0,0,0,0,0,0,7780,,7780,8770,,8770
2021-06-01,Lota_deleted,Gran Concepción,Sur,Regiones,food,23,12,1,1,0,0,0,0,192794,,192794,215138,,215138
2022-06-01,Lota,Gran Concepción,Sur,Regiones,food,4,2,1,1,0,0,0,0,103140,,103140,113675,,113675
2023-11-01,Mejillones,Antofagasta,Norte,Regiones,food,12,12,4,3,1,1,0,1,158233,15000,143233,176033,16800,159233
2022-12-01,Lautaro,Temuco,Sur,Regiones,non_food,3,2,0,0,0,0,0,0,61180,,61180,61180,,61180
2023-10-01,Tomé,Tomé,other,Regiones,food,19,18,1,1,0,0,0,0,211706,,211706,238426,,238426
2021-09-01,San Javier de Loncomilla,Linares,Sur,Regiones,food,1,1,0,0,0,0,0,0,3100,,3100,3100,,3100
2024-05-01,Teno,Curicó,Sur,Regiones,food,2,1,0,0,0,0,0,0,21560,,21560,23200,,23200
2021-01-01,Cachagua,Zapallar,other,Regiones,food,80,62,19,13,0,0,0,0,1600800,,1600800,1615780,,1615780
2021-11-01,San José de Maipo,Puente Alto,other,Regiones,food,4,3,1,1,0,0,0,0,54950,,54950,62950,,62950
2024-04-01,Calle Larga,Los Andes,Quinta,Regiones,non_food,2,2,0,0,0,0,0,0,26710,,26710,28820,,28820
2021-10-01,Catemu,San Felipe,Quinta,Regiones,non_food,1,1,2,2,0,0,0,0,8060,,8060,10550,,10550
2023-03-01,Chillán Viejo,Biobío,Sur,Regiones,food,3,2,0,0,0,0,0,0,41700,,41700,47420,,47420
2022-01-01,Lota,Gran Concepción,Sur,Regiones,food,24,18,8,7,0,0,0,0,282460,,282460,314550,,314550
2021-06-01,Purto Toro,Puerto Montt,Sur,Regiones,food,63,42,9,7,0,0,0,0,681759,,681759,774759,,774759
2021-01-01,Santa Julia,Valparaíso,Quinta,Regiones,food,17,8,2,2,0,0,0,0,151750,,151750,173790,,173790
2021-10-01,Yumbel,Los Ángeles,Sur,Regiones,food,16,7,0,0,0,0,0,0,108240,,108240,116590,,116590
2023-03-01,Laja,Biobío,Sur,Regiones,non_food,2,1,0,0,0,0,0,0,25402,,25402,30442,,30442
2022-12-01,Caldera,Copiapó,Norte,Regiones,food,44,32,3,3,5,2,0,2,706836,77163,629673,752566,78463,674103
2021-04-01,Guanaqueros,Coquimbo,Norte,Regiones,food,1,1,0,0,0,0,0,0,22000,,22000,23490,,23490
2021-03-01,Caldera,Copiapó,Norte,Regiones,non_food,6,6,1,1,0,0,0,0,91289,,91289,95759,,95759
2021-03-01,Hualqui,Gran Concepción,Sur,Regiones,food,6,2,0,0,0,0,0,0,61870,,61870,68020,,68020
2022-05-01,Chillán Viejo,Biobío,Sur,Regiones,food,10,4,1,1,1,1,0,1,97971,16770,81201,111847,17441,94406
2021-05-01,Vicuña,Vicuña,other,Regiones,food,4,3,3,3,0,0,0,0,83950,,83950,89510,,89510
2023-04-01,Peñaflor_deleted,Peñaflor,RM,Zona No Oriente,food,59,16,2,2,8,2,0,2,735224,126273,608951,826824,139153,687671
2024-01-01,Monte Águila,Los Ángeles,Sur,Regiones,food,1,1,0,0,0,0,0,0,9900,,9900,11890,,11890
2021-03-01,Taltal,Antofagasta,Norte,Regiones,food,9,1,0,0,0,0,0,0,105840,,105840,116560,,116560
2024-04-01,Calera,Valparaíso,Quinta,Regiones,food,4,2,0,0,0,0,0,0,30370,,30370,36650,,36650
2021-07-01,Chillán Viejo,Biobío,Sur,Regiones,dmart,2,1,0,0,0,0,0,0,4030,,4030,4030,,4030
2021-02-01,Mejillones,Antofagasta,Norte,Regiones,food,1,1,0,0,0,0,0,0,9990,,9990,10980,,10980
2023-12-01,Maitencillo,Maitencillo,other,Regiones,non_food,1,1,0,0,0,0,0,0,16100,,16100,16100,,16100
2022-12-01,Coyhaique,Coyhaique,other,Regiones,food,85,65,6,6,3,2,0,2,1238111,59600,1178511,1367611,66100,1301511
2021-07-01,San Clemente,Talca,Sur,Regiones,food,4,2,0,0,0,0,0,0,33780,,33780,39140,,39140
2021-03-01,Pucón,Temuco,Sur,Regiones,food,2,1,2,2,0,0,0,0,33400,,33400,33400,,33400
2024-02-01,Lampa,Colina,RM,Zona No Oriente,non_food,342,168,47,29,36,29,4,29,2504179.6999999997,451000,2053179.7,3117262.6999999997,477631,2639631.6999999997
2022-11-01,Lanco,Valdivia,Sur,Regiones,food,9,6,0,0,0,0,0,0,136352,,136352,152204,,152204
2021-04-01,Lautaro,Temuco,Sur,Regiones,food,4,4,4,2,0,0,0,0,53930,,53930,57710,,57710
2021-07-01,Lanco,Valdivia,Sur,Regiones,non_food,2,1,0,0,0,0,0,0,17400,,17400,21980,,21980
2021-10-01,Catemu,San Felipe,Quinta,Regiones,food,5,3,0,0,0,0,0,0,96660,,96660,101220,,101220
2021-03-01,Frutillar,Frutillar,other,Regiones,food,1,1,1,1,0,0,0,0,8990,,8990,9680,,9680
2022-07-01,Rinconada de los Andes,Los Andes,Quinta,Regiones,food,2,2,0,0,0,0,0,0,32390,,32390,34460,,34460
2021-05-01,Rio Claro,Talca,Sur,Regiones,food,1,1,0,0,0,0,0,0,11990,,11990,13480,,13480
2023-03-01,Talcahuano_old,Gran Concepción,Sur,Regiones,food,143,69,2,2,14,7,0,7,2533148.5,257077,2276071.5,2735908.5,267267,2468641.5
2021-02-01,Lampa,Colina,RM,Zona No Oriente,non_food,0,0,2,1,0,0,0,0,,,,,,
2022-07-01,La Cruz,Quillota,Quinta,Regiones,food,77,26,0,0,1,1,0,1,924384.05,11672,912712.05,1060387.05,11672,1048715.05
2021-10-01,Curanilahue,Lebu,other,Regiones,non_food,1,1,0,0,0,0,0,0,12840,,12840,16230,,16230
2021-01-01,Teno,Maule,other,Regiones,food,13,3,1,1,0,0,0,0,177660,,177660,196040,,196040
2023-05-01,Laja,Biobío,Sur,Regiones,food,6,1,0,0,0,0,0,0,88750,,88750,101590,,101590
2023-10-01,Mejillones,Antofagasta,Norte,Regiones,food,25,23,1,1,0,0,0,0,327020,,327020,366710,,366710
2023-01-01,Futrono,La Unión,other,Regiones,food,6,3,1,1,0,0,0,0,130990,,130990,145530,,145530
2021-01-01,Villarrica,Temuco,Sur,Regiones,food,4,3,0,0,0,0,0,0,32660,,32660,37640,,37640
2022-01-01,Lanco,Valdivia,Sur,Regiones,dmart,4,2,0,0,0,0,0,0,25176,,25176,30246,,30246
2023-02-01,Salamanca,Coquimbo,Norte,Regiones,food,0,0,1,1,0,0,0,0,,,,,,
2021-02-01,Santa Bárbara,Los Ángeles,Sur,Regiones,non_food,2,1,0,0,0,0,0,0,21791,,21791,25971,,25971
2021-03-01,Caldera,Copiapó,Norte,Regiones,food,69,48,7,4,0,0,0,0,735988,,735988,815222,,815222
2022-04-01,Fresia,Puerto Montt,Sur,Regiones,food,2,1,0,0,0,0,0,0,31800,,31800,35580,,35580
2023-11-01,Santa Cruz,San Fernando,Sur,Regiones,food,4,4,0,0,0,0,0,0,38480,,38480,46530,,46530
2023-03-01,Olmué,Olmué,other,Regiones,food,2,2,0,0,0,0,0,0,20090,,20090,22760,,22760
2022-05-01,Caleta Horcón,Caleta Horcón,other,Regiones,food,4,1,0,0,0,0,0,0,51790,,51790,57848,,57848
2022-01-01,Calera,Valparaíso,Quinta,Regiones,food,7,3,0,0,0,0,0,0,63900,,63900,69370,,69370
2021-07-01,Zapallar,La Ligua,other,Regiones,food,1,1,0,0,0,0,0,0,22400,,22400,26400,,26400
2021-11-01,Lampa,Colina,RM,Zona No Oriente,food,372,272,9,9,0,0,0,0,6424608,,6424608,7247688,,7247688
2022-11-01,Victoria,Angol,other,Regiones,food,7,5,0,0,0,0,0,0,206500,,206500,214000,,214000
2021-02-01,Cauquenes,Cauquenes,other,Regiones,food,1,1,0,0,0,0,0,0,3900,,3900,4790,,4790
2022-04-01,Pomaire,Santiago,RM,Zona No Oriente,food,10,2,0,0,0,0,0,0,98850,,98850,114936,,114936
2021-08-01,Guanaqueros,Coquimbo,Norte,Regiones,food,0,0,1,1,0,0,0,0,,,,,,
2021-11-01,Frutillar,Puerto Montt,Sur,Regiones,food,3,1,0,0,0,0,0,0,34890,,34890,40170,,40170
2021-04-01,Villa Alegre,Maule,other,Regiones,food,1,1,0,0,0,0,0,0,14400,,14400,15390,,15390
2022-02-01,Teno,Curicó,Sur,Regiones,food,5,3,0,0,0,0,0,0,34280,,34280,42230,,42230
2021-08-01,Bulnes,Bulnes,other,Regiones,food,1,1,0,0,0,0,0,0,11600,,11600,13190,,13190
2023-05-01,Monte Águila,Los Ángeles,Sur,Regiones,food,1,1,0,0,0,0,0,0,10970,,10970,13060,,13060
2022-01-01,Santa Julia,Valparaíso,Quinta,Regiones,food,3,3,0,0,0,0,0,0,19599,,19599,22458,,22458
2022-03-01,Coyhaique,Coyhaique,other,Regiones,food,93,76,5,5,0,0,0,0,1577500,,1577500,1734220,,1734220
2022-03-01,Linares,Linares,Sur,Regiones,non_food,66,50,9,9,0,0,0,0,660544,,660544,762017,,762017
2023-01-01,Maitencillo,Maitencillo,other,Regiones,non_food,0,0,1,1,0,0,0,0,,,,,,
2021-07-01,Fresia,Puerto Montt,Sur,Regiones,food,2,1,0,0,0,0,0,0,46400,,46400,50380,,50380
2022-08-01,Lanco,Valdivia,Sur,Regiones,dmart,5,2,0,0,0,0,0,0,29313.5,,29313.5,33966.5,,33966.5
2021-12-01,Curacautín,Temuco,Sur,Regiones,food,1,1,1,1,0,0,0,0,11200,,11200,12490,,12490
2021-12-01,Teno,Curicó,Sur,Regiones,food,7,3,1,1,0,0,0,0,70550,,70550,79300,,79300
2022-07-01,Curacavis,Santiago,RM,Zona No Oriente,food,4,3,2,2,0,0,0,0,60340,,60340,62820,,62820
2023-06-01,Maipo,Buin,RM,Zona No Oriente,non_food,7,6,0,0,0,0,0,0,91010,,91010,99850,,99850
2024-06-01,Cartagena,San Antonio,Quinta,Regiones,food,6,4,0,0,0,0,0,0,76970,,76970,88270,,88270
2021-09-01,Garbea,Temuco,Sur,Regiones,food,1,1,0,0,0,0,0,0,19960,,19960,21650,,21650
2021-06-01,Chacalluta,Arica,Norte,Regiones,food,5,3,0,0,0,0,0,0,70700,,70700,80550,,80550
2021-06-01,Rinconada de los Andes,Los Andes,Quinta,Regiones,non_food,2,2,0,0,0,0,0,0,7650,,7650,7650,,7650
2021-11-01,Cauquenes,Maule,other,Regiones,food,3,2,0,0,0,0,0,0,23606,,23606,27286,,27286
2021-08-01,Farellones,Santiago,RM,Zona No Oriente,food,17,6,0,0,0,0,0,0,199290,,199290,220170,,220170
2021-04-01,San Clemente,Talca,Sur,Regiones,non_food,1,1,0,0,0,0,0,0,3650,,3650,3650,,3650
2022-03-01,Cartagena,San Antonio,Quinta,Regiones,food,41,16,2,2,0,0,0,0,418770,,418770,479300,,479300
2022-06-01,Bulnes,Bulnes,other,Regiones,non_food,1,1,0,0,0,0,0,0,8631,,8631,12021,,12021
2021-05-01,Nacimiento,Los Ángeles,Sur,Regiones,food,2,2,0,0,0,0,0,0,31570,,31570,33060,,33060
2024-03-01,Camarones,Arica,Norte,Regiones,food,7,1,0,0,0,0,0,0,50676.5,,50676.5,60296.5,,60296.5
2023-01-01,Pichilemu,Pichilemu,other,Regiones,non_food,1,1,0,0,0,0,0,0,22500,,22500,22500,,22500
2022-10-01,Maitencillo,Maitencillo,other,Regiones,non_food,0,0,1,1,0,0,0,0,,,,,,
2021-06-01,Arauco,Lebu,other,Regiones,food,14,6,1,1,0,0,0,0,155632,,155632,171462,,171462
2023-10-01,Isla de Maipo I,Talagante,RM,Zona No Oriente,non_food,3,2,0,0,1,1,0,1,57360,22490,34870,59230,22490,36740
2021-06-01,Mariquina,Valdivia,Sur,Regiones,food,1,1,0,0,0,0,0,0,6600,,6600,6600,,6600
2021-11-01,San Pedro de la Paz_Old,Gran Concepción,Sur,Regiones,food,9,6,0,0,0,0,0,0,141310,,141310,153520,,153520
2024-03-01,Las Cruces,Valparaíso,Quinta,Regiones,food,8,7,0,0,0,0,0,0,102860,,102860,121250,,121250
2021-01-01,Quintero,Quintero,other,Regiones,food,4,1,1,1,0,0,0,0,21200,,21200,26360,,26360
2021-12-01,Labranza,Temuco,Sur,Regiones,food,221,144,26,21,0,0,0,0,2220410,,2220410,2419010,,2419010
2021-09-01,Lanco,Valdivia,Sur,Regiones,non_food,5,3,0,0,0,0,0,0,55104,,55104,65054,,65054
2022-06-01,Maullín,Puerto Montt,Sur,Regiones,food,1,1,0,0,0,0,0,0,26490,,26490,28680,,28680
2021-08-01,Batuco,Batuco,other,Regiones,food,4,3,0,0,0,0,0,0,75600,,75600,82580,,82580
2023-07-01,Caldera,Copiapó,Norte,Regiones,food,42,19,1,1,0,0,0,0,511100,,511100,573540,,573540
2022-06-01,Caldera,Copiapó,Norte,Regiones,food,46,30,4,4,0,0,0,0,591882.3,,591882.3,648242.3,,648242.3
2021-08-01,Camarones,Arica,Norte,Regiones,food,3,3,0,0,0,0,0,0,29150,,29150,33930,,33930
2023-03-01,Futrono,La Unión,other,Regiones,food,1,1,0,0,0,0,0,0,26050,,26050,27740,,27740
2021-04-01,Teno,Maule,other,Regiones,food,10,4,0,0,0,0,0,0,124630,,124630,135960,,135960
2021-12-01,Maitencillo,Maitencillo,other,Regiones,food,8,6,3,3,0,0,0,0,138150,,138150,153350,,153350
2023-05-01,San Clemente,Talca,Sur,Regiones,food,1,1,0,0,0,0,0,0,4500,,4500,5890,,5890
2023-07-01,San Pedro de la Paz_Old,Gran Concepción,Sur,Regiones,food,7,3,0,0,6,2,0,2,107840,90570,17270,112605,95335,17270
2021-08-01,San Fernando,San Fernando,Sur,Regiones,food,5505,2477,203,177,0,0,0,0,65102685,,65102685,72564955,,72564955
2023-06-01,Lampa,Colina,RM,Zona No Oriente,food,6569,3140,230,200,699,177,33,177,96209030.39,9656964.2999999989,86552066.089999989,106877427.39,10204766.299999999,96672661.09
2022-10-01,Lampa,Colina,RM,Zona No Oriente,food,3652,1965,218,174,91,30,4,30,52932666.330000006,1464373.63,51468292.7,59200540.330000006,1560440.63,57640099.7
2023-04-01,Santo Domingo,Santo Domingo,other,Regiones,food,263,127,7,7,46,6,1,6,3651072,718042.5,2933029.5,4179737,758067.5,3421669.5
2021-12-01,Talcahuano_old,Gran Concepción,Sur,Regiones,food,272,147,16,14,0,0,0,0,4344388.5,,4344388.5,4713698.5,,4713698.5
2021-03-01,Linderos,Linderos,other,Regiones,food,112,66,11,9,0,0,0,0,1422580,,1422580,1582360,,1582360
2024-04-01,Talagante,Talagante,RM,Zona No Oriente,food,2291,1270,106,85,161,83,9,83,31179967.59,2021125.0899999999,29158842.5,35183042.59,2221500.09,32961542.5
2022-07-01,Penco,Gran Concepción,Sur,Regiones,food,389,248,37,36,4,1,0,1,4472330,23700,4448630,4681029.4,24648,4656381.4
2021-12-01,Lampa,Colina,RM,Zona No Oriente,food,391,286,27,23,0,0,0,0,6750198,,6750198,7565978,,7565978
2023-05-01,Lampa,Colina,RM,Zona No Oriente,non_food,142,104,26,19,23,15,2,15,1584119,245137,1338982,1744559,274727,1469832
2021-01-01,Illapel,Illapel,other,Regiones,food,25,20,0,0,0,0,0,0,183050,,183050,211550,,211550
2021-06-01,San Rafael,Talca,Sur,Regiones,food,2,2,0,0,0,0,0,0,23990,,23990,27670,,27670
2023-01-01,Coyhaique,Coyhaique,other,Regiones,food,162,111,9,9,0,0,0,0,2520532,,2520532,2788532,,2788532
2023-12-01,Talagante,Talagante,RM,Zona No Oriente,non_food,238,175,13,11,24,16,7,16,3421626.5,294499,3127127.5,3593854.5,303244,3290610.5
2022-01-01,Peñaflor_deleted,Peñaflor,RM,Zona No Oriente,non_food,10,6,1,1,0,0,0,0,92750,,92750,108680,,108680
2021-01-01,Illapel,Coquimbo,Norte,Regiones,food,1,1,0,0,0,0,0,0,10000,,10000,10890,,10890
2023-04-01,Nacimiento,Los Ángeles,Sur,Regiones,food,1,1,1,1,0,0,0,0,8870,,8870,8870,,8870
2024-05-01,Lampa,Colina,RM,Zona No Oriente,food,7066,3478,412,346,815,270,47,270,106298000.10999998,11599147.21,94698852.899999991,119066018.10999998,12305413.21,106760604.89999999
2023-12-01,San Fernando,San Fernando,Sur,Regiones,non_food,504,265,33,30,137,69,5,69,5249417.8,1344034,3905383.8,5830351.8,1409918,4420433.8
2024-01-01,Maipo,Buin,RM,Zona No Oriente,food,90,65,1,1,5,4,0,4,1088000.5,60932.5,1027068,1265335.5,66717.5,1198618
2024-06-01,Linderos,Linderos,other,Regiones,food,222,136,10,10,40,15,1,15,3811087.4,685215,3125872.4,4282962.4,734250,3548712.4
2021-03-01,Pirque,Puente Alto,other,Regiones,food,18,12,1,1,0,0,0,0,307770,,307770,348270,,348270
2023-09-01,Maipo,Buin,RM,Zona No Oriente,food,104,71,10,9,4,4,0,4,1707281,100140,1607141,1924761,107280,1817481
2022-09-01,El Quisco,El Quisco,other,Regiones,food,69,64,3,3,0,0,0,0,1018939.5,,1018939.5,1096429.5,,1096429.5
2023-03-01,Peñaflor_deleted,Peñaflor,RM,Zona No Oriente,food,62,15,0,0,11,2,0,2,741219,104999,636220,833359,112549,720810
2023-01-01,Curacavis,Santiago,RM,Zona No Oriente,food,8,8,2,1,0,0,0,0,159680,,159680,171620,,171620
2024-03-01,Villarrica,Temuco,Sur,Regiones,non_food,8,1,2,1,0,0,0,0,0,,0,35288.26,,35288.26
2022-07-01,Isla de Maipo I,Talagante,RM,Zona No Oriente,non_food,3,2,0,0,0,0,0,0,44000,,44000,44000,,44000
2021-11-01,Sagrada Familia,Maule,other,Regiones,food,1,1,0,0,0,0,0,0,35870,,35870,37460,,37460
2023-06-01,Teno,Curicó,Sur,Regiones,food,2,2,0,0,0,0,0,0,23430,,23430,26520,,26520
2023-04-01,Catemu,San Felipe,Quinta,Regiones,food,4,2,0,0,0,0,0,0,25500,,25500,30210,,30210
2021-05-01,Los Muermos,Puerto Montt,Sur,Regiones,food,1,1,0,0,0,0,0,0,18300,,18300,19590,,19590
2024-03-01,Labranza,Temuco,Sur,Regiones,food,140,106,4,4,9,7,0,7,1796023,123590,1672433,1954783,132500,1822283
2022-04-01,Santa Julia,Valparaíso,Quinta,Regiones,food,2,1,0,0,0,0,0,0,25459,,25459,25459,,25459
2021-09-01,Diego de Almagro,Chañaral,other,Regiones,food,2,1,0,0,0,0,0,0,11990,,11990,13970,,13970
2023-12-01,Maipo,Buin,RM,Zona No Oriente,non_food,12,5,0,0,1,1,0,1,136060,5400,130660,160110,7690,152420
2022-03-01,Penco,Gran Concepción,Sur,Regiones,non_food,1,1,0,0,0,0,0,0,10880,,10880,10880,,10880
2023-07-01,Lanco,Valdivia,Sur,Regiones,non_food,1,1,0,0,0,0,0,0,13160,,13160,13920,,13920
2021-04-01,Penco,Gran Concepción,Sur,Regiones,food,68,60,13,13,0,0,0,0,587403,,587403,639993,,639993
2022-11-01,Rinconada de los Andes,Los Andes,Quinta,Regiones,food,3,1,0,0,0,0,0,0,54670,,54670,59860,,59860
2021-07-01,Empedrado,Talca,Sur,Regiones,food,2,2,0,0,0,0,0,0,26980,,26980,28270,,28270
2023-06-01,Nueva Imperial,Temuco,Sur,Regiones,food,2,1,0,0,0,0,0,0,8260,,8260,8260,,8260
2024-04-01,Peñaflor_deleted,Peñaflor,RM,Zona No Oriente,food,15,5,0,0,0,0,0,0,162065,,162065,190035,,190035
2021-05-01,Los Lagos,Valdivia,Sur,Regiones,food,12,5,2,2,0,0,0,0,161260,,161260,175260,,175260
2023-05-01,Chillán Viejo,Biobío,Sur,Regiones,food,2,2,0,0,1,1,0,1,19860,6900,12960,22660,7790,14870
2024-01-01,Maipo,Buin,RM,Zona No Oriente,non_food,10,6,1,1,0,0,0,0,164890,,164890,180890,,180890
2022-03-01,Camarones,Arica,Norte,Regiones,food,3,2,0,0,0,0,0,0,38380,,38380,40170,,40170
2021-11-01,Chillán Viejo,Biobío,Sur,Regiones,food,3,3,1,1,0,0,0,0,34400,,34400,38380,,38380
2022-06-01,La Cruz,Quillota,Quinta,Regiones,dmart,6,4,0,0,0,0,0,0,102657.6,,102657.6,103657.6,,103657.6
2023-11-01,Talagante,Talagante,RM,Zona No Oriente,non_food,269,177,8,8,46,25,1,25,3461217.5,437828.5,3023389,3665865.5,471883.5,3193982
2021-06-01,Puerto Octay,Osorno,Sur,Regiones,non_food,1,1,0,0,0,0,0,0,9600,,9600,11590,,11590
2022-10-01,Talcahuano_old,Gran Concepción,Sur,Regiones,non_food,28,13,3,3,5,1,1,1,587388,107029,480359,627487,114736,512751
2021-07-01,Santa Bárbara,Los Ángeles,Sur,Regiones,dmart,2,1,1,1,0,0,0,0,18600,,18600,22180,,22180
2024-04-01,San Fernando,San Fernando,Sur,Regiones,non_food,507,272,29,25,106,34,2,34,5516039.48,1082382.25,4433657.23,6090377.98,1150023.25,4940354.73
2024-02-01,Cartagena,San Antonio,Quinta,Regiones,food,4,2,0,0,0,0,0,0,73760,,73760,82040,,82040
2023-12-01,Talagante,Santiago,RM,Zona No Oriente,non_food,25,16,1,1,3,3,0,3,250230,21630,228600,304850,24220,280630
2024-04-01,Linderos,Linderos,other,Regiones,non_food,36,25,4,4,1,1,0,1,616161,9850,606311,685066,10585,674481
2023-06-01,Pomaire,Santiago,RM,Zona No Oriente,food,4,3,0,0,0,0,0,0,49138,,49138,53868,,53868
2022-04-01,Los Lagos,Valdivia,Sur,Regiones,food,2,2,0,0,0,0,0,0,33170,,33170,37377,,37377
2021-04-01,Angol_deleted,Angol,other,Regiones,food,1,1,0,0,0,0,0,0,990,,990,990,,990
2022-05-01,Bulnes,Bulnes,other,Regiones,dmart,2,1,0,0,0,0,0,0,26523,,26523,31190,,31190
2021-11-01,Alhue,Alhue,other,Regiones,dmart,1,1,0,0,0,0,0,0,7120,,7120,9010,,9010
2024-02-01,Laja,Biobío,Sur,Regiones,dmart,2,1,0,0,0,0,0,0,16159.92,,16159.92,19659.92,,19659.92
